;;APTO_AGUA_FRIA-QUENTE-GAS-PT1;;
RU1545;RU_ESGOTO_REFOCADO;TE PVC SERIE REFOCADA 100MM;PC;6
RU1554;RU_ESGOTO;CAIXA SIFONADA 100X100X50MM;PC;1
RU1555;RU_ESGOTO;CAIXA SIFONADA 100X150X50MM;PC;8
RU1561;RU_ESGOTO;REDUCAO EXCENTRICA PVC SERIE NORMAL 75X50MM;PC;1
RU1562;RU_ESGOTO;REDUCAO EXCENTRICA PVC SERIE NORMAL 100X75MM;PC;2
RU1563;RU_ESGOTO;REDUCAO EXCENTRICA PVC SERIE NORMAL 150X100MM;PC;2
RU1565;RU_ESGOTO_REFOCADO;REDUCAO EXCENTRICA PVC SERIE REFOCADA 75X50MM;PC;4
RU1566;RU_ESGOTO_REFOCADO;REDUCAO EXCENTRICA PVC SERIE REFOCADA 100X75MM;PC;5
RU1567;RU_ESGOTO_REFOCADO;REDUCAO EXCENTRICA PVC SERIE REFOCADA 150X100MM;PC;13
RU1652;RU_AR;CAIXA POLAR;PC;1
RU1654;RU_ESGOTO;VALVULA DE ADMISSAO DE AR 50MM;PC;6
RU1658;RU_ESGOTO;JOELHO 45 PVC SERIE NORMAL 150MM;PC;30
RU1660;RU_REGISTRO;"REGISTRO DE PRESSAO 20 (3/4"")";PC;2
RU1664;RU_BOMBAS;KIT PRESSURIZADOR 1,5CV;VB;1
RU1665;RU_BOMBAS;KIT SISTEMA DE TRATAMENTO DE �GUA;VB;1
RU1668;RU_REGISTRO;"VALVULA SOLENOIDE 50 (2"")";PC;3
RU1670;RU_REGISTRO;KIT REDUTORA DE PRESS�O LUMIUS;PC;1
;;TERREO_AF;;
RU1098;RU_SOLDAVEL;TUBO PVC SOLDAVEL 25MM;MT;79,06
RU1117;RU_SOLDAVEL;CURVA 45 PVC SOLDAVEL 25MM;PC;1
RU1151;RU_SOLDAVEL;TE PVC SOLDAVEL 25MM;PC;2
RU1160;RU_CPVC;TUBO CPVC 42MM;MT;4
RU1162;RU_CPVC;TUBO CPVC 73MM;MT;4
RU1276;RU_SISGAS;TUBO A�O POLIETILENO 110MM - SISGAS;MT;4
RU1351;RU_INCENDIO;KIT INCENDIO (ABRIGO, MANGUEIRA, CHAVE STORS, TAMP�O STORS, ADAPTADOR E BICO JATO);PC;1
